cycle,leg,vol_mL,t_rel,raw_cm
1,down,1.471,2.7,9.92
1,down,1.471,2.8,10.3
1,down,1.471,2.9,10.03
1,down,1.471,3.0,9.97
1,down,1.471,3.1,10.18
1,down,1.471,3.2,10.18
1,down,1.471,3.3,10.02
1,down,1.471,3.4,9.94
1,down,1.471,3.5,9.83
1,down,1.471,3.6,10.15
1,down,1.471,3.7,9.87
1,down,1.471,3.8,10.1
1,down,1.471,3.9,10.14
1,down,1.471,4.0,9.86
1,down,1.176,0.0,9.8
1,down,1.176,0.1,9.7
1,down,1.176,0.2,9.8
1,down,1.176,0.3,9.95
1,down,1.176,0.4,9.88
1,down,1.176,0.5,9.57
1,down,1.176,0.6,9.57
1,down,1.176,0.7,9.94
1,down,1.176,0.8,9.81
1,down,1.176,0.9,9.64
1,down,1.176,1.1,9.83
1,down,1.176,1.2,9.61
1,down,1.176,1.3,9.54
1,down,1.176,1.4,9.72
1,down,1.176,1.5,9.86
1,down,1.176,1.6,9.53
1,down,1.176,1.7,9.9
1,down,1.176,1.8,9.83
1,down,1.176,1.9,9.62
1,down,1.176,2.0,9.62
1,down,1.176,2.1,9.9
1,down,1.176,2.2,9.47
1,down,1.176,2.3,9.62
1,down,1.176,2.4,9.69
1,down,1.176,2.5,10.0
1,down,1.176,2.6,9.77
1,down,1.176,2.7,9.47
1,down,1.176,2.8,9.75
1,down,1.176,2.9,9.57
1,down,1.176,3.2,9.97
1,down,1.176,3.3,9.57
1,down,1.176,3.4,9.65
1,down,1.176,3.5,9.88
1,down,1.176,3.6,9.99
1,down,1.176,3.7,9.73
1,down,1.176,3.8,9.6
1,down,1.176,3.9,9.97
1,down,1.176,4.0,9.96
1,down,1.176,4.1,10.46
1,down,1.176,4.2,9.58
1,down,0.882,0.0,11.51
1,down,0.882,0.1,9.49
1,down,0.882,0.2,9.51
1,down,0.882,0.3,9.25
1,down,0.882,0.4,9.53
1,down,0.882,0.5,9.62
1,down,0.882,0.6,8.14
1,down,0.882,0.7,9.22
1,down,0.882,0.8,9.47
1,down,0.882,0.9,9.29
1,down,0.882,1.0,9.53
1,down,0.882,1.1,9.4
1,down,0.882,1.2,9.36
1,down,0.882,1.3,9.53
1,down,0.882,1.4,9.55
1,down,0.882,1.5,9.66
1,down,0.882,1.6,9.54
1,down,0.882,1.7,9.61
1,down,0.882,1.8,9.29
1,down,0.882,1.9,9.56
1,down,0.882,2.0,9.3
1,down,0.882,2.1,9.58
1,down,0.882,2.2,9.49
1,down,0.882,2.3,9.37
1,down,0.882,2.5,9.43
1,down,0.882,2.6,9.42
1,down,0.882,2.7,9.31
1,down,0.882,2.8,9.48
1,down,0.882,2.9,9.34
1,down,0.882,3.0,9.4
1,down,0.882,3.1,9.39
1,down,0.882,3.2,9.34
1,down,0.882,3.3,9.41
1,down,0.882,3.4,9.4
1,down,0.882,3.5,9.31
1,down,0.882,3.6,9.45
1,down,0.882,3.7,9.28
1,down,0.882,3.8,10.82
1,down,0.882,3.9,9.14
1,down,0.882,4.0,9.14
1,down,0.588,0.0,9.23
1,down,0.588,0.1,9.28
1,down,0.588,0.2,8.99
1,down,0.588,0.3,9.33
1,down,0.588,0.4,9.14
1,down,0.588,0.5,9.23
1,down,0.588,0.6,9.31
1,down,0.588,0.7,9.27
1,down,0.588,0.8,9.32
1,down,0.588,0.9,9.18
1,down,0.588,1.0,9.22
1,down,0.588,1.1,9.0
1,down,0.588,1.2,8.97
1,down,0.588,1.3,7.55
1,down,0.588,1.4,8.93
1,down,0.588,1.5,9.03
1,down,0.588,1.6,9.21
1,down,0.588,1.7,9.24
1,down,0.588,1.8,9.21
1,down,0.588,1.9,9.01
1,down,0.588,2.0,9.08
1,down,0.588,2.1,9.26
1,down,0.588,2.2,9.17
1,down,0.588,2.3,9.49
1,down,0.588,2.4,9.37
1,down,0.588,2.5,9.31
1,down,0.588,2.6,8.43
1,down,0.588,2.7,9.02
1,down,0.588,2.8,9.24
1,down,0.588,2.9,9.2
1,down,0.588,3.0,9.06
1,down,0.588,3.1,9.23
1,down,0.588,3.2,9.17
1,down,0.588,3.3,9.0
1,down,0.588,3.4,9.03
1,down,0.588,3.5,9.23
1,down,0.588,3.6,9.34
1,down,0.588,3.7,9.03
1,down,0.588,3.8,9.11
1,down,0.588,3.9,9.16
1,down,0.294,0.0,8.97
1,down,0.294,0.1,9.22
1,down,0.294,0.2,8.7
1,down,0.294,0.3,9.16
1,down,0.294,0.4,9.04
1,down,0.294,0.5,9.03
1,down,0.294,0.6,8.94
1,down,0.294,0.7,10.08
1,down,0.294,0.8,8.87
1,down,0.294,0.9,9.04
1,down,0.294,1.0,8.77
1,down,0.294,1.2,9.32
1,down,0.294,1.3,8.8
1,down,0.294,1.4,9.03
1,down,0.294,1.5,8.71
1,down,0.294,1.6,8.97
1,down,0.294,1.7,9.03
1,down,0.294,1.8,8.74
1,down,0.294,1.9,9.14
1,down,0.294,2.0,8.98
1,down,0.294,2.1,8.97
1,down,0.294,2.2,9.11
1,down,0.294,2.3,10.27
1,down,0.294,2.4,9.0
1,down,0.294,2.5,8.82
1,down,0.294,2.6,8.95
1,down,0.294,2.7,9.03
1,down,0.294,2.8,8.87
1,down,0.294,2.9,8.96
1,down,0.294,3.0,8.94
1,down,0.294,3.1,8.95
1,down,0.294,3.2,9.05
1,down,0.294,3.3,10.78
1,down,0.294,3.4,8.97
1,down,0.294,3.5,8.82
1,down,0.294,3.6,8.81
1,down,0.294,3.7,8.99
1,down,0.294,3.8,8.62
1,down,0.294,3.9,8.73
1,down,0.294,4.0,9.08
1,down,0.0,0.0,8.56
1,down,0.0,0.1,8.58
1,down,0.0,0.2,8.83
1,down,0.0,0.3,8.6
1,down,0.0,0.4,8.54
1,down,0.0,0.5,8.65
1,down,0.0,0.7,8.57
1,down,0.0,0.8,8.57
1,down,0.0,1.0,8.64
1,down,0.0,1.1,8.5
1,down,0.0,1.2,8.8
1,down,0.0,1.3,8.74
1,down,0.0,1.4,8.48
1,down,0.0,1.5,8.55
1,down,0.0,1.6,8.72
1,down,0.0,1.7,8.34
1,down,0.0,1.8,8.58
1,down,0.0,1.9,8.46
1,down,0.0,2.0,8.85
1,down,0.0,2.1,9.93
1,down,0.0,2.2,8.63
1,down,0.0,2.3,8.8
1,down,0.0,2.4,8.58
1,down,0.0,2.5,8.81
1,down,0.0,2.6,8.74
1,down,0.0,2.7,8.83
1,down,0.0,2.8,8.46
1,down,0.0,2.9,8.63
1,down,0.0,3.0,8.55
1,down,0.0,3.1,9.01
1,down,0.0,3.2,8.96
1,down,0.0,3.3,8.56
1,down,0.0,3.4,8.67
1,down,0.0,3.5,8.68
1,down,0.0,3.6,8.5
1,down,0.0,3.7,8.6
1,down,0.0,3.8,8.52
1,down,0.0,3.9,8.9
1,down,0.0,4.0,8.46
1,down,0.0,4.1,8.55
